question,answer,babbage_no_cot,babbage_cot,davinci_no_cot,davinci_cot
"A parking garage near Nora's house is 4 stories tall. There are 100 spots per level. There are 58 open parking spots on the first level. There are 2 more open parking spots on the second level than on the first level, and there are 5 more open parking spots on the third level than on the second level. There are 31 open parking spots on the fourth level. How many full parking spots are there in all?","There are 4 levels * 100 spots = <<4*100=400>>400 possible parking spots.
The second level has 58 open spots + 2 = <<58+2=60>>60 open spots.
The third level has 60 open spots + 5 = <<60+5=65>>65 open spots.
Total open spots are 58 + 60 + 65 + 31 = <<58+60+65+31=214>>214 open spots.
If there are 400 possible spots – 214 open spots = <<400-214=186>>186 full spots.
#### 186",A: The answer is 46.,"A: There are 58 open parking spots on the first level. There are 2 more open parking spots on the second level than on the first level, and there are 5 more open parking spots on the third level than on the second level. There are 31 open parking spots on the fourth level. So there are 58 + 2 + 5 + 31 = 116 open parking spots in all. The answer is 116.",A: The answer is 0.,A: The first level has 100 spots. 58 are open. That means 100 - 58 = 42 are full. The second level has 2 more open spots than the first level. So 58 + 2 = 60. The third level has 5 more open spots than the second level. So 60 + 5 = 65. The fourth level has 31 open spots. So 65 + 31 = 96. The first level has 42 full spots. The second level has 60 full spots. The third level has 65 full spots. The fourth level has 96 full spots. The total is 203 full spots. The answer is 203.
"Andy is a lawyer who's working on two lawsuits. The first lawsuit has a 30% chance of paying out $5,000,000 upon a win and $0 if he loses it. The second lawsuit has a 50% chance of paying out $1,000,000 if Andy loses and a 50% chance of paying out $2,000,000 if he wins.  Expressed as a percentage, how much more likely is it that Andy loses both lawsuits compared to winning both of them?","First find the probability that Andy will lose the first lawsuit: 100% - 30% = 70%
Then multiply that probability by the probability he loses the second lawsuit: 70% * 50% = 35%
Then multiply the probabilities of Andy winning each lawsuit to find the probability he wins them both: 30% * 50% = 15%
Then subtract the probability Andy wins both lawsuits from the probability he loses both lawsuits to find the difference: 35% - 15% = 20%
#### 20",A: The answer is 1/3.,"A: Andy has 2 lawsuits. The first one has a 30% chance of paying out $5,000,000. The second one has a 50% chance of paying out $1,000,000. So he has 2 * 0.5 = 1. The answer is 1.",A: The answer is 15%.,"A: Andy has a 30% chance of winning $5,000,000 and a 70% chance of losing. So the chance of losing is 70%. He has a 50% chance of winning $1,000,000 and a 50% chance of losing. So the chance of losing is 50%. The chance of losing both is 70% * 50% = 35%. The chance of winning both is 30% * 50% = 15%. The chance of losing both is 35% more than the chance of winning both. So the answer is 35%."
John needs to take 2 pills a day.  One pill costs $1.5.  The insurance covers 40% of the cost.  How much does he pay in a 30-day month?,"It cost 2*1.5=$<<2*1.5=3>>3 a day.
So it cost 3*30=$<<3*30=90>>90 per day.
Insurance covers 90*.4=$<<90*.4=36>>36.
So he pays 90-36=$<<90-36=54>>54 a month.
#### 54",A: The answer is 5.5.,A: John has 2 pills a day. 1 pill costs $1.5. The insurance covers 40% of the cost. So he pays $1.5 * 40% = $0.6. So he pays $0.6 * 30 days = $1.8. The answer is $1.8.,A: The answer is $9.,"A: John needs to take 2 pills a day.  One pill costs $1.5.  The insurance covers 40% of the cost.  So he pays 1.5 * 0.6 = 0.9 dollars per day.  In a 30-day month, he pays 30 * 0.9 = 27 dollars."
"Mr. Caiden wants to do repairs to his house and requires 300 feet of metal roofing to do this. If each foot of roofing costs $8, and the supplier of the metal roofing brings in 250 feet of metal roofing for free, how much money is Mr. Caiden required to pay for the remaining metal roofing?","The supplier brought 300 ft - 250 ft = <<300-250=50>>50 fewer feet of metal roofing.
Therefore the total amount of money Mr. Caiden has to pay for the remaining metal roofings is 50 feet * $8/foot = $<<50*8=400>>400
#### 400","A: The answer is $1,000.",A: Mr. Caiden has 300 feet of metal roofing. He will pay 8 x 300 = 240 dollars for the metal roofing. He will also get 250 feet of metal roofing for free. So he will pay 240 + 250 = 480 dollars. The answer is 480.,A: The answer is $2000.,A: Mr. Caiden needs 300 feet of metal roofing. 250 feet of metal roofing is free. So he needs to pay for 300 - 250 = 50 feet of metal roofing. 50 feet of metal roofing costs $8 per foot. So 50 x 8 = 400 dollars. The answer is 400 dollars.
"Belinda can throw a ball at a speed of 20 feet/second. If the ball flies for 8 seconds before hitting the ground, and Belinda's border collie can run 5 feet/second, how many seconds will it take the border collie to catch up to the ball?","First find the total distance the ball flies: 20 feet/second * 8 seconds = <<20*8=160>>160 feet
Then divide that distance by the dog's speed to find how long it takes the dog to catch up to the ball: 160 feet / 5 feet/second = <<160/5=32>>32 seconds
#### 32",A: The answer is 3.,A: Belinda can throw the ball at 20 feet/second. The ball will fly for 8 seconds. Then the dog will catch up to the ball. So it will take 8 + 5 = 13 seconds for the dog to catch up to the ball. The answer is 13.,A: The answer is 40.,A: The ball flies for 8 seconds. Belinda can throw it at 20 feet per second. So the ball travels 20 x 8 = 160 feet. The border collie can run 5 feet per second. So it will take the border collie 160 / 5 = 32 seconds to catch up to the ball. The answer is 32.
Bart buys $10 of notepads for $1.25 each.  They have 60 pages each.  How many pages did he buy?,"He buys 10/1.25=<<10/1.25=8>>8 notepads
That means he buys 8*60=<<8*60=480>>480 pages
#### 480",A: The answer is 6.,A: Bart bought 10 notepads for $1.25 each. 60 pages will be 10 * 60 = 600 pages. So he bought 10 * 60 = 600 notepads. 60 pages - 600 pages = 360 notepads. The answer is 360 notepads.,A: The answer is 750.,A: Bart bought 10 dollars worth of notepads. Each notepad cost 1.25 dollars. So he bought 10 x 1.25 = 12.5 dollars worth of notepads. Each notepad has 60 pages. So 12.5 / 60 = 0.2083. This is 20.83%. So he bought 20.83% of the notepads. So he bought 100% - 20.83% = 79.17% of the notepads. So he bought 79.17% x 60 pages = 47.7 pages. The answer is 47.7.
Cecil has $600. Catherine has $250 less than twice as much as Cecil while Carmela has $50 more than twice Cecil's money. How much money do they have altogether?,"Twice as much as Cecil's money is $600 x 2 = $<<600*2=1200>>1200.
So, Catherine has $1200 - $250 = $<<1200-250=950>>950.
While Carmela has $1200 + $50 = $<<1200+50=1250>>1250.
Hence, they have a total of $600 + $950 + $1250 = $<<600+950+1250=2800>>2800.
#### 2800",A: The answer is 4.,A: There are 2 people with $600. Catherine has $250 less than twice as much as Cecil. So she has $250 - 2 = $248. Carmela has $50 more than twice as much as Cecil. So she has $250 + 2 = $252. So they have $600 - $248 = $352. The answer is 352.,A: The answer is $900.,A: Cecil has 600 dollars. Catherine has 250 less than twice as much as Cecil. That is 2 x 600 - 250 = 750. Carmela has 50 more than twice Cecil's money. That is 2 x 600 + 50 = 1250. So they have 600 + 750 + 1250 = 2500 dollars altogether.
"Fernanda purchased six audiobooks from Audible to listen to from her audible app. If each audiobook was 30 hours long and she listened to 2 hours of an audiobook each day, calculate the total time it took her to finish the six audiobooks?","To finish an audiobook 30 hours long, listening to 2 hours of each audiobook a day, Fernanda took 30 hours / 2 hours/day =<<30/2=15>>15 days to finish one audiobook.
If she purchased 6 audiobooks, the total number of days she will take to finish all the audiobooks is 6 audiobooks * 15 days/audiobook = <<6*15=90>>90 days
#### 90",A: The answer is 6 days.,A: Fernanda had 6 audiobooks. Each audiobook was 30 hours long. So 30 hours x 6 = 180 hours. The total time it took her to finish the six audiobooks is 180 hours x 2 hours = 360 hours. The answer is 360 hours.,A: The answer is 90 hours.,A: Each audiobook is 30 hours long. Fernanda listened to 2 hours of an audiobook each day. So it will take 30 / 2 = 15 days to finish one audiobook. She has 6 audiobooks. So it will take 15 x 6 = 90 days to finish all 6 audiobooks. The answer is 90 days.
Roe saved $10 per month from January to July and saved $15 per month from August to November. How much should she save in December so she will have a total savings of $150 in the year?,"Since there are 7 months from January to July, then Roe's savings for those months sum up to $10 x 7 = $<<7*10=70>>70.
Since there are 4 months from August to November, then her savings for those months sum up to $15 x 4 = $<<4*15=60>>60.
Her total savings from January to November is $70 + $60 = $<<70+60=130>>130.
Therefore, she needs to save $150 - $130 = $<<150-130=20>>20 in December.
#### 20",A: The answer is 5.,A: Roe started with $10 per month. She saved $15 per month from January to July. So she has $10 + $15 = $25. Then she saved $15 per month from August to November. So she has $25 + $15 = $40. So she has $40 - $25 = $15 left. The answer is 15.,A: The answer is $20.,"A: In January to July, Roe saved 10 dollars per month. In August to November, she saved 15 dollars per month. So in total, she saved 10 + 15 = 25 dollars per month. In 12 months, she saved 25 x 12 = 300 dollars. She needs to save 150 - 300 = -150 dollars in December. The answer is -150."
Julia has $40. She spends half of her money to buy a new game for her phone. She spends a quarter of what she has left on in-game purchases. How much money does she have left?,"Julia spend $40 / 2 = $<<40/2=20>>20 on the game.
After buying the game, she has $40 - $20 = $<<40-20=20>>20 left.
She spent $20 / 4 = $<<20/4=5>>5 on in-game purchases.
She has $20 - $5 = $<<20-5=15>>15 left.
#### 15",A: The answer is 8.,A: Julia started with $40. Half of her money was spent on a new game. So she spent half of 40 dollars. 40 / 2 = 20 dollars. So she has 40 - 20 dollars left. 20 dollars left is 20 dollars. The answer is 20 dollars.,A: The answer is 20.,A: Julia started with 40 dollars. She spent half of her money to buy a new game for her phone. So she spent 40 / 2 = 20 dollars. She spent a quarter of what she has left on in-game purchases. So she spent 20 / 4 = 5 dollars. So she has 40 - 20 - 5 = 15 dollars left. The answer is 15.
Grace can read a 200-page book in 20 hours. How long would it take her to finish reading a 250-page book at this constant rate?,"Grace can read 200/20 = <<200/20=10>>10 pages in 1 hour.
So she can finish a 250-page book in 250/10 = <<250/10=25>>25 hours.
#### 25",A: The answer is 2 hours.,A: Grace can read a 200-page book in 20 hours. So she can read a 250-page book in 20 / 200 = 10 hours. So it would take 10 hours to read a 250-page book. The answer is 10.,A: The answer is 25 hours.,A: Grace can read a 200-page book in 20 hours. So she can read 200 / 20 = 10 pages per hour. She can read 250 / 10 = 25 pages per hour. The answer is 25.
"There are some kids in camp. Half of the kids are going to soccer camp, and 1/4 of the kids going to soccer camp are going to soccer camp in the morning. 750 kids are going to soccer camp in the afternoon. How many kids there in camp altogether?","There are 750/3=<<750/3=250>>250 kids going to soccer camp in the morning.
There are 250*4=<<250*4=1000>>1000 kids going to soccer camp altogether.
There are 1000*2=<<1000*2=2000>>2000 kids in camp altogether.
#### 2000",A: The answer is 100.,A: There are 750 kids going to soccer camp. 1/4 of the kids going to soccer camp are going to soccer camp in the morning. 750 - 1/4 = 750 - 1/4 = 750/4 = 187.5. So there are 187.5 kids going to soccer camp altogether.,A: The answer is 3000.,A: There are some kids in camp. Half of the kids are going to soccer camp. That is 1/2 of the kids. 1/4 of the kids going to soccer camp are going in the morning. So 1/2 - 1/4 = 1/4 of the kids are going in the morning. 1/4 of the kids are going in the morning. 750 kids are going to soccer camp in the afternoon. So 1/4 of the kids are going in the morning. 1/4 of the kids are going in the morning. 750 kids are going to soccer camp in the afternoon. So 1/4 of the kids are going in the morning. 1/4 of the kids are going in the morning. 750 kids are going to soccer camp in the afternoon. So 1/4 of the kids are going in the morning. 1/4 of the kids are going in the morning. 750 kids are going to soccer camp in the afternoon. So 1/4 of the kids are going in the morning. 1/4 of the kids are going in the morning. 750 kids are going to soccer camp in the afternoon. So 1/4
"Jack and Jill shared the cost of renting a cottage that costs $5 an hour. If they rented it for eight hours, how much did each friend pay?","The total cost of renting the cottage for 8 hours is $5 x 8 = $<<5*8=40>>40.
So, each friend pay $40/2 = $<<40/2=20>>20 each.
#### 20",A: The answer is 6.,A: Jack and Jill rented the cottage for 8 hours. 5 x 8 = 40 dollars. So each friend paid 40 - 8 = 32 dollars. 32 dollars is 32 dollars.,A: The answer is $20.,"A: Jack and Jill shared the cost of renting a cottage that costs $5 an hour. If they rented it for eight hours, how much did each friend pay? The cost is $5 an hour. So 8 hours will be 8 x 5 = 40 dollars. So each friend paid 40/2 = 20 dollars."
"Stephanie is decorating 24 cupcakes for a birthday party, but she needs more candles. She currently has a total of 30 candles. She wants to decorate half of the cupcakes with 1 candle each and the other half of the cupcakes with 2 candles each. How many additional candles does Stephanie need to complete the cupcakes?","For half of the cupcakes, Stephanie wants to use 1 candle each. Since half of the cupcakes is 24/2 and she plans to use 1 candle each for this half of the cupcakes, Stephanie needs (24/2)*1 = <<24/2*1=12>>12 candles for this half of the cupcakes.
For the other half of the cupcakes, Stephanie wants to use 2 candles. Therefore, she will need (24/2)*2 =<<24/2*2=24>>24 candles for this half of the cupcakes.
Because Stephanie needs 12 candles for half of the cupcakes and 24 candles for the other half, she needs a total of 12+24=<<12+24=36>>36 candles.
Since Stephanie needs 36 candles to decorate all the cupcakes and she currently has 30 candles, Stephanie needs 36-30= <<36-30=6>>6 additional candles.
#### 6",A: The answer is 9.,A: There are 24 cupcakes. Stephanie needs 24 - 30 = 6 candles. So she needs 6 - 6 = 0 candles. The answer is 0.,A: The answer is 12.,A: Stephanie has 30 candles. She wants to decorate half of the cupcakes with 1 candle each and the other half of the cupcakes with 2 candles each. So she needs 30 / 2 = 15 candles for 1 candle each and 30 / 2 = 15 candles for 2 candles each. So she needs 15 + 15 = 30 candles in total. The answer is 30.
Trent caught 180 tadpoles then let 75% of them go. How many did he keep?,"First find the number of tadpoles Trent released: 180 tadpoles * .75 = <<180*.75=135>>135 tadpoles
Then subtract the number he let go from the total number to find the number of tadpoles he keeps: 180 tadpoles - 135 tadpoles = <<180-135=45>>45 tadpoles
#### 45",A: The answer is 120.,A: Trent caught 180 tadpoles. The rest of them were let go. So he had 180 - 75 = 105 tadpoles. The answer is 105.,A: The answer is 45.,A: Trent caught 180 tadpoles. He let 75% of them go. So he kept 100% - 75% = 25% of the tadpoles. 25% of 180 is 180 * 25% = 45. The answer is 45.
"Trevor needs to go downtown for a restaurant date. An Uber ride downtown costs $3 more than a Lyft ride. A Lyft ride costs $4 more than a taxi ride. The Uber ride costs $22. If Trevor takes a taxi downtown and tips the taxi driver 20% of the original cost of the ride, what is the total cost of the ride downtown?","The cost of the Lyft ride is $22 - $3 = $<<22-3=19>>19
The original cost of the taxi ride is $19 - $4 = $<<19-4=15>>15
Trevor tips the taxi driver $15 * 0.20 = $<<15*0.20=3>>3
The total cost of the ride downtown is $15 + $3 = $<<15+3=18>>18
#### 18",A: The answer is $26.50.,A: Trevor needs to go downtown for a restaurant date. An Uber ride costs $3 more than a Lyft ride. A Lyft ride costs $4 more than a taxi ride. The Uber ride costs $22. So the total cost of the ride is $22 + $4 + $3 = $27. The answer is 27.,A: The answer is $26.40.,"A: Trevor needs to go downtown for a restaurant date. An Uber ride downtown costs $3 more than a Lyft ride. A Lyft ride costs $4 more than a taxi ride. The Uber ride costs $22. If Trevor takes a taxi downtown and tips the taxi driver 20% of the original cost of the ride, what is the total cost of the ride downtown?"
"Jose is a collector of fine wines.  His private cellar currently holds 2400 bottles of imported wine and half as many bottles of domestic wine as imported wine.  If Jose holds a party and the guests drink one-third of all his wine, how many bottles will remain in his cellar?","Jose has half as many bottles of domestic wine as imported wine, or 2400/2=<<2400/2=1200>>1200 bottles of domestic wine.
In total, he has 2400+1200=<<2400+1200=3600>>3600 bottles of wine.
If the guests drink one-third of all his wine, then they will have consumed 3600/3=<<3600/3=1200>>1200 bottles of wine.
Thus, after the party, Jose's private cellar will have 3600-1200=<<3600-1200=2400>>2400 remaining bottles of wine.
#### 2400",A: The answer is 60.,A: Jose has 2400 bottles of imported wine. 1/3 of 2400 = 800. 800 bottles of domestic wine are left. 2400 - 800 = 1600. The answer is 1600.,A: The answer is 1600.,"A: Jose has 2400 bottles of imported wine. Half as many bottles of domestic wine is 2400 / 2 = 1200. So in total he has 2400 + 1200 = 3600 bottles. If guests drink 1/3 of all his wine, then 1/3 * 3600 = 1200 bottles. So 3600 - 1200 = 2400 bottles will remain. The answer is 2400."
"Chance boarded a plane departing from London to New York at 6:00 a.m. ET on Monday. He arrived in New York 18 hours later. If he took another plane flying to Cape town the day he arrived in New York and arrived in Cape town at 10:00 a.m ET on Tuesday, calculate the number of hours his flight took from New York to cape town.","Eighteen hours later, after departing from London, Chance arrived in New York at 6:00+18 hours = 00:00 on Tuesday.
If he arrived in cape town at 10:00 p.m. on Tuesday, his flight took 10:00-00:00 = 10 hours.
#### 10",A: The answer is 18.,"A: Chance boarded a plane departing from London to New York at 6:00 a.m. ET on Monday. He arrived in New York 18 hours later. If he took another plane flying to Cape town the day he arrived in New York and arrived in Cape town at 10:00 a.m ET on Tuesday, calculate the number of hours his flight took from New York to cape town. Chance boarded a plane departing from London to New York at 6:00 a.m. ET on Monday. He arrived in New York 18 hours later. If he took another plane flying to Cape town the day he arrived in New York and arrived in Cape town at 10:00 a.m ET on Tuesday, calculate the number of hours his flight took from New York to cape town. Chance boarded a plane departing from London to New York at 6:00 a.m. ET on Monday. He arrived in New York 18 hours later. If he took another plane flying to Cape town the day he arrived in New York and arrived in Cape town at 10:00 a.m ET on Tuesday, calculate the number of hours his flight took from New York to cape town. Chance boarded a plane departing from London to New York at 6:00 a.m",A: The answer is 24.,A: Chance left London at 6:00 a.m. ET on Monday. He arrived in New York 18 hours later. So he left London at 6:00 a.m. ET on Monday and arrived in New York at 6:00 a.m. ET on Tuesday. He took another plane from New York to Cape town. He arrived in Cape town at 10:00 a.m. ET on Tuesday. So his flight from New York to Cape town took 10:00 - 6:00 = 4 hours. The answer is 4.
"Edric's monthly salary is $576. If he works 8 hours a day for 6 days a week, how much is his hourly rate?","In a week, Edric's salary is $576/4 = $<<576/4=144>>144.
In a day, Edric earns $144/6 = $<<144/6=24>>24.
Thus, his hourly rate is $24/8 = $<<24/8=3>>3.
#### 3",A: The answer is $38.50.,A: Edric started with $576. 8 hours a day for 6 days a week is 8 * 6 = 48 hours. So his hourly rate is $48. 48 hours * 8 hours = 384 dollars. The answer is 384.,A: The answer is $6.00.,"A: Edric's monthly salary is 576 dollars. If he works 8 hours a day for 6 days a week, then he works 8 * 6 = 48 hours a week. 576 / 48 = 12. The answer is 12."
"Ian had twenty roses. He gave six roses to his mother,  nine roses to his grandmother, four roses to his sister, and he kept the rest. How many roses did Ian keep?","Ian gave a total of 6 + 9 + 4 = <<6+9+4=19>>19 roses.
Therefore, Ian kept 20 - 19 = <<20-19=1>>1 rose.
#### 1",A: The answer is 16.,"A: Ian started with 20 roses. He gave 6 roses to his mother, 9 to his grandmother, 4 to his sister, and he kept the rest. So he had 20 - 6 = 14 roses. The answer is 14.",A: The answer is 1.,"A: Ian had 20 roses. He gave 6 to his mother, 9 to his grandmother, and 4 to his sister. So he kept 20 - 6 - 9 - 4 = 1 rose. The answer is 1."
"If one fourth of the engines are defective, and there are 5 batches of 80 engines each. How many engines are not defective?","There are 80*5 = <<80*5=400>>400 engines in total.
400/4 = <<400/4=100>>100 of the engines are defective.
400-100 = <<400-100=300>>300 of the engines are not defective.
#### 300",A: The answer is 40.,A: There are 5 batches of 80 engines each. 4/5 of the engines are defective. So there are 80 - 4/5 = 76 engines. The answer is 76.,A: The answer is 320.,A: One fourth of the engines are defective. So 3 fourths of the engines are not defective. 3 fourths of 80 is 3 x 80 = 240. The answer is 240.
"Carla is making smoothies. If she uses 500 ml of watermelon puree and 100 ml of cream, how many 150 ml servings can she make?","First find the total volume of the smoothie mix: 500 ml + 100 ml = <<500+100=600>>600 ml
Then divide the total volume by the volume per serving to find the number of servings: 600 ml / 150 ml/serving = <<600/150=4>>4 servings
#### 4",A: The answer is 3.,A: Carla started with 500 ml of watermelon puree. She used 100 ml of cream. So she has 500 ml of watermelon puree. She used 100 ml of cream. So she has 500 ml of watermelon puree. She used 100 ml of cream. So she has 500 ml of watermelon puree. She used 100 ml of cream. So she has 500 ml of watermelon puree. She used 100 ml of cream. So she has 500 ml of watermelon puree. She used 100 ml of cream. So she has 500 ml of watermelon puree. She used 100 ml of cream. So she has 500 ml of watermelon puree. She used 100 ml of cream. So she has 500 ml of watermelon puree. She used 100 ml of cream. So she has 500 ml of watermelon puree. She used 100 ml of cream. So she has 500 ml of watermelon puree. She used 100 ml of cream. So she has 500 ml of watermelon puree. She used 100 ml of cream. So she has 500 ml of watermelon puree. She used,A: The answer is 3.,"A: Carla is making smoothies. If she uses 500 ml of watermelon puree and 100 ml of cream, then she will have 500 + 100 = 600 ml of liquid. If the smoothies are 150 ml each, then she can make 600 / 150 = 4 smoothies. The answer is 4."
"Every morning, Carla puts 79 apples in her backpack to eat for lunch. Unfortunately, Buffy stole some of Carla's apples on the school bus, and 26 apples fell out of a hole on the bottom. So at lunchtime, Carla only had 8 apples remaining. How many apples did Buffy steal from Carla?","Let B be the number of apples that Buffy stole. Then 79 - B - 26 = 8.
Combining constants produces 53 - B = 8.
Adding B to both sides produces 52 = B + 8
Thus the number of apples stolen by Buffy is B = 53 - 8 = <<53-8=45>>45.
#### 45",A: The answer is 7.,"A: Carla had 79 apples. 26 apples fell out of a hole on the bottom. So at lunchtime, she only had 79 - 26 = 53 apples. 53 - 26 = 27 apples were left. The answer is 27.",A: The answer is 45.,A: Carla started with 79 apples. 26 fell out of the hole. So she had 79 - 26 = 53 apples left. Buffy stole 8 apples. 53 - 8 = 45. The answer is 45.
"Joey studies for his SAT exams 2 hours per night 5 nights a week.  On the weekends, he studies 3 hours a day.  If his SAT exam is 6 weeks away, how much time will Joey spend studying?","Joey studies 2 hours a night 5 nights a week so that's 2*5 = <<2*5=10>>10 hours
He studies 3 hours a day on the weekends so that's 3*2 = <<3*2=6>>6 hours
In one week, Joey studies 10+6 = <<10+6=16>>16 hours
He has 6 weeks till his exams and he studies for 16 hours a week so that's 6*16 = <<6*16=96>>96 hours of studying
#### 96",A: The answer is 4 weeks.,"A: Joey studies for his SAT exams 2 hours per night 5 nights a week.  On the weekends, he studies 3 hours a day.  If his SAT exam is 6 weeks away, then he will study 6 * 2 = 12 hours. 12 hours is 12 * 3 = 36 hours. So he will study 36 - 12 = 24 hours per week. 24 hours is 24 * 5 = 120 hours. So he will study 120 - 24 = 96 hours per week. The answer is 96 hours.",A: The answer is 45 hours.,"A: Joey studies 2 hours per night 5 nights a week.  So he studies 2 x 5 = 10 hours a week.  On the weekends, he studies 3 hours a day.  So he studies 3 x 2 = 6 hours a weekend.  So he studies 10 + 6 = 16 hours a week.  16 x 6 = 96 hours.  The answer is 96."
"On a 16 GB (gigabyte) capacity USB drive, 50% is already busy. Calculate the number of gigabytes still available.","We calculate 50% of 16 GB:
50/100 * 16 GB = 0.5 * 16 GB = <<50/100*16=8>>8 GB
That leaves 16 GB - 8 GB = <<16-8=8>>8 GB available on this key.
#### 8",A: The answer is 25.,A: 50% of 16 GB is 8 GB. So 50% of 8 GB is 4 GB. 4 GB is 4 x 100% = 400 GB. So there are 400 GB available. The answer is 400 GB.,A: The answer is 8.,A: 16 GB is the total capacity. 50% is already busy. So the remaining 50% is 16 - 50% = 16 - 0.5 = 16 - 0.5 * 16 = 16 - 8 = 8. The answer is 8.
"Marla is planning the lunch menu for an elementary school. There are 5 third grade classes with 30 students each, 4 fourth grade classes with 28 students each, and 4 fifth grade classes with 27 students each. Each student gets a hamburger, which costs $2.10, some carrots, which cost $0.50, and a cookie, which cost $0.20. How much does one lunch for all the students cost?","First find the total number of students in third grade 5 classes * 30 students/class = <<5*30=150>>150 students
Then find the total number of students in fourth grade 4 classes * 28 students/class = <<4*28=112>>112 students
Then find the total number of student in fifth grade 4 classes * 27 students/class = <<4*27=108>>108 students
Now add the number of students in each grade to find the total number of students 150 students + 112 students + 108 students = <<150+112+108=370>>370 students
Now find the total cost of one lunch $2.10 + $0.50 + $0.20 = $<<2.10+0.50+0.20=2.80>>2.80
Now multiply that cost by the number of students to find the total cost for the school $2.80/student * 370 students = $<<2.80*370=1036>>1036
#### 1036",A: The answer is 6.50.,A: Marla has 5 x 30 = 150 students. 150 - 2 x 28 = 28 students. 150 - 28 = 122 students. 122 + 20 = 142. The answer is 142.,"A: The answer is $1,139.20.","A: Each student gets a hamburger, which costs $2.10. Each student gets some carrots, which cost $0.50. Each student gets a cookie, which costs $0.20. So each student gets 2.10 + 0.50 + 0.20 = 2.80. There are 5 third grade classes with 30 students each, so 5 x 30 x 2.80 = 1680. There are 4 fourth grade classes with 28 students each, so 4 x 28 x 2.80 = 1344. There are 4 fifth grade classes with 27 students each, so 4 x 27 x 2.80 = 1344. So 1680 + 1344 + 1344 = 4378. The answer is 4378."
"Two white socks cost 25 cents more than a single brown sock. If two white socks cost 45 cents, how much would you pay for 15 brown socks?","Two white socks cost 25 cents more than a single brown sock, meaning a brown sock is sold at $0.45-$0.25=$0.20
The cost of buying 15 brown socks is 15*$0.20=$<<15*0.20=3>>3
#### 3",A: The answer is 10.,A: Two white socks cost 25 cents more than a single brown sock. So 25 cents more than 15 dollars. 25 cents more than 15 dollars is 30 dollars. So you would pay 30 - 15 = 15 dollars for 15 brown socks.,A: The answer is $2.25.,A: Two white socks cost 45 cents. So one white sock costs 45 / 2 = 22.5 cents. One brown sock costs 22.5 cents. So 15 brown socks will cost 15 x 22.5 = 337.5 cents. 337.5 cents is 3.375 dollars. The answer is 3.375 dollars.
Kim buys 3 pizzas.  They are 12 slices each.  The pizza cost $72.  How much did 5 slices cost?,"he got 3*12=<<3*12=36>>36 slices
So each slice cost 72/36=$<<72/36=2>>2
So 5 slices would cost 5*2=$<<5*2=10>>10
#### 10",A: The answer is 36.,A: Kim has 3 pizzas.  12 slices each will be 12 x 3 = 36 slices.  36 slices will be 36 x 12 = 432 dollars.  432 dollars is 72 dollars.  The answer is 72 dollars.,A: The answer is $4.80.,"A: Kim bought 3 pizzas. Each pizza is 12 slices. So in total, she bought 3 x 12 = 36 slices. The pizza cost 72 dollars. So each slice cost 72 / 36 = 2 dollars. The answer is 2."
Lily had $55 in her account. She spent $7 on a shirt. She then went to another shop and spent thrice as much as she spent on a shirt. How much money is left in Lily's account?,"After spending money on a shirt, Lily had $55 - $7 = $<<55-7=48>>48 left.
She spent $7 x 3 = $<<7*3=21>>21 on another store.
Therefore, she only has $48 - $21 = $<<48-21=27>>27 left on her account.
#### 27",A: The answer is 4.,A: Lily started with $55. She spent 7 dollars on a shirt. She then spent 3 times as much as she spent on a shirt. So she has 55 - 3 = 52 dollars left. 52 - 3 is 49. The answer is 49.,A: The answer is 41.,A: Lily had 55 dollars. She spent 7 dollars on a shirt. So she has 55 - 7 = 48 dollars left. Then she spent 3 times as much as she spent on a shirt. So she spent 3 x 7 = 21 dollars. So she has 48 - 21 = 27 dollars left. The answer is 27.
"Georgie needs 3 avocados to make her grandmother's guacamole recipe. If she already had 5 avocados and her sister buys another 4 avocados, how many servings of guacamole can Georgie make?","Altogether, Georgie has 5 + 4 = <<5+4=9>>9 avocados.
She can make 9/3 = <<9/3=3>>3 servings of guacamole.
#### 3",A: The answer is 8.,A: Georgie had 5 avocados. She already had 5. So she has 5 + 4 = 9 avocados. Her sister has 4 avocados. So she has 4 + 4 = 8 avocados. So she has 8 - 8 = 0 avocados. The answer is 0.,A: The answer is 12.,"A: Georgie started with 5 avocados. Her sister bought 4 more. So in total, she has 5 + 4 = 9 avocados. The recipe calls for 3 avocados. 9 - 3 = 6. The answer is 6."
