question,answer,babbage_no_cot,babbage_cot,davinci_no_cot,davinci_cot
Take the last letters of the words in “TRACEY MILLER” and concatenate them.,YR,A: The answer is tmi.,"A: The last letter of ""TRACEY"" is ""i"". The last letter of ""MILLER"" is ""e"". Concatenating them is ""ei"". The answer is ei.",A: The answer is ym.,A: The last letter of “TRACEY” is “Y”. The last letter of “MILLER” is “R”. Concatenating them is “YR”. The answer is YR.
Take the last letters of the words in “GLENDA GIBSON” and concatenate them.,AN,A: The answer is g.,"A: The last letter of ""Glen"" is ""g"". The last letter of ""Gibson"" is ""n"". Concatenating them is ""ng"". The answer is ng.",A: The answer is lde.,A: The last letter of “GLENDA” is “A”. The last letter of “GIBSON” is “N”. Concatenating them is “AN”. The answer is an.
Take the last letters of the words in “DIANA HURST” and concatenate them.,AT,A: The answer is D.,A: The last letter of “Hurst” is “i”. The last letter of “Diana” is “r”. Concatenating them is “ir”. The answer is ir.,A: The answer is n.,A: The last letter of “DIANA” is “A”. The last letter of “HURST” is “T”. Concatenating them is “AT”. The answer is AT.
Take the last letters of the words in “NATHAN HOWELL” and concatenate them.,NL,A: The answer is n.,"A: The last letter of ""Nathan"" is ""a"". The last letter of ""Howell"" is ""h"". Concatenating them is ""ah"". The answer is ah.",A: The answer is “NATHAN HOWELL”.,"A: The last letter of ""Nathan"" is ""n"". The last letter of ""Howell"" is ""l"". Concatenating them is ""nl"". The answer is nl."
Take the last letters of the words in “GLENDA MALDONADO” and concatenate them.,AO,A: The answer is gl.,"A: The last letter of ""GLENDA"" is ""l"". The last letter of ""MALDONADO"" is ""d"". Concatenating them is ""ld"". The answer is ld.",A: The answer is ndm.,A: The last letter of “GLENDA” is “A”. The last letter of “MALDONADO” is “O”. Concatenating them is “AO”. The answer is AO.
Take the last letters of the words in “LONNIE GUERRA” and concatenate them.,EA,A: The answer is lgn.,"A: The last letter of ""Lonnie"" is ""l"". The last letter of ""Guerra"" is ""n"". Concatenating them is ""nlg"". The answer is nlg.",A: The answer is nnn.,A: The last letter of “Lonnie” is “e”. The last letter of “Guerra” is “a”. Concatenating them is “ea”. The answer is ea.
Take the last letters of the words in “SHERRI RIGGS” and concatenate them.,IS,A: The answer is sri.,"A: The last letter of ""SHERRI"" is ""i"". The last letter of ""RIGGS"" is ""g"". Concatenating them is ""ig"". The answer is ig.",A: The answer is rs.,A: The last letter of “Sherri” is “i”. The last letter of “Riggs” is “s”. Concatenating them is “is”. The answer is is.
Take the last letters of the words in “PHILLIP HANSON” and concatenate them.,PN,A: The answer is h.,"A: The last letter of ""Hanson"" is ""p"". The last letter of ""Hanson"" is ""h"". Concatenating them is ""hp"". The answer is hp.",A: The answer is n.,A: The last letter of “Phillip” is “p”. The last letter of “Hanson” is “n”. Concatenating them is “pn”. The answer is pn.
Take the last letters of the words in “JIMMY BIRD” and concatenate them.,YD,A: The answer is jib.,"A: The last letter of ""Jimmy"" is ""i"". The last letter of ""Bird"" is ""b"". Concatenating them is ""ib"". The answer is ib.",A: The answer is yb.,"A: The last letter of ""JIMMY"" is ""Y"". The last letter of ""BIRD"" is ""D"". Concatenating them is ""YD"". The answer is YD."
Take the last letters of the words in “SHERRI MOODY” and concatenate them.,IY,A: The answer is mso.,"A: The last letter of ""SHERRI"" is ""i"". The last letter of ""MOODY"" is ""y"". Concatenating them is ""i"". The answer is i.",A: The answer is ym.,A: The last letter of “SHERRI” is “I”. The last letter of “MOODY” is “Y”. Concatenating them is “IY”. The answer is IY.
Take the last letters of the words in “RYAN GREENE” and concatenate them.,NE,A: The answer is rge.,"A: The last letter of ""Ryan"" is ""y"". The last letter of ""Green"" is ""e"". Concatenating them is ""yee"". The answer is yee.",A: The answer is g.,"A: The last letter of ""RYAN"" is ""N"". The last letter of ""GREENE"" is ""E"". Concatenating them is ""NE"". The answer is NE."
Take the last letters of the words in “JENNIFER PUGH” and concatenate them.,RH,A: The answer is j.,"A: The last letter of ""JENNIFER"" is ""n"". The last letter of ""PUGH"" is ""h"". Concatenating them is ""hn"". The answer is hn.",A: The answer is B.,"A: The last letter of ""JENNIFER"" is ""R"". The last letter of ""PUGH"" is ""H"". Concatenating them is ""RH"". The answer is RH."
Take the last letters of the words in “ERNEST BRYAN” and concatenate them.,TN,A: The answer is er.,"A: The last letter of ""Bryan"" is ""n"". The last letter of ""Bryant"" is ""s"". Concatenating them is ""ns"". The answer is ns.",A: The answer is yb.,A: The last letter of “ERNEST” is “T”. The last letter of “BRYAN” is “N”. Concatenating them is “TN”. The answer is TN.
Take the last letters of the words in “JOANN HEBERT” and concatenate them.,NT,A: The answer is jh.,"A: The last letter of ""JOANN"" is ""o"". The last letter of ""HEBERT"" is ""e"". Concatenating them is ""oe"". The answer is oe.",A: The answer is n.,A: The last letter of “JOANN” is “N”. The last letter of “HEBERT” is “T”. Concatenating them is “NT”. The answer is NT.
Take the last letters of the words in “OLGA MCDONALD” and concatenate them.,AD,A: The answer is lma.,"A: The last letter of ""OLGA"" is ""o"". The last letter of ""McDonald"" is ""l"". Concatenating them is ""ol"". The answer is ol.",A: The answer is d.,"A: The last letter of ""OLGA"" is ""A"". The last letter of ""MCDONALD"" is ""D"". Concatenating them is ""AD"". The answer is AD."
Take the last letters of the words in “THERESA MERRILL” and concatenate them.,AL,A: The answer is tmi.,"A: The last letter of ""Merrill"" is ""t"". The last letter of ""Merrill"" is ""e"". Concatenating them is ""e"". The answer is e.",A: The answer is e.,"A: The last letter of ""Theresa"" is ""a"". The last letter of ""Merrill"" is ""l"". Concatenating them is ""al"". The answer is al."
Take the last letters of the words in “DEBORAH CARTER” and concatenate them.,HR,A: The answer is d.,"A: The last letter of ""DEBORAH"" is ""d"". The last letter of ""Carter"" is ""r"". Concatenating them is ""rd"". The answer is rd.",A: The answer is er.,A: The last letter of “DEBORAH” is “H”. The last letter of “CARTER” is “R”. Concatenating them is “HR”. The answer is HR.
Take the last letters of the words in “GINA MACDONALD” and concatenate them.,AD,A: The answer is gina.,"A: The last letter of ""GINA"" is ""n"". The last letter of ""MACDONALD"" is ""a"". Concatenating them is ""nna"". The answer is nna.",A: The answer is nna.,A: The last letter of “GINA” is “A”. The last letter of “MACDONALD” is “D”. Concatenating them is “AD”. The answer is AD.
Take the last letters of the words in “JOANN MAYER” and concatenate them.,NR,A: The answer is jn.,"A: The last letter of ""JOANN"" is ""n"". The last letter of ""Mayer"" is ""a"". Concatenating them is ""na"". The answer is na.",A: The answer is ym.,A: The last letter of “JOANN” is “N”. The last letter of “MAYER” is “R”. Concatenating them is “NR”. The answer is NR.
Take the last letters of the words in “ROSS STEVENSON” and concatenate them.,SN,A: The answer is rsn.,"A: The last letter of ""ROSS"" is ""s"". The last letter of ""STEVENSON"" is ""v"". Concatenating them is ""vns"". The answer is vns.",A: The answer is n.,A: The last letter of “ROSS” is “S”. The last letter of “STEVENSON” is “N”. Concatenating them is “SN”. The answer is SN.
Take the last letters of the words in “MAXINE GARRISON” and concatenate them.,EN,A: The answer is lgs.,"A: The last letter of ""MAXINE"" is ""x"". The last letter of ""GARRISON"" is ""n"". Concatenating them is ""nx"". The answer is nx.",A: The answer is n.,A: The last letter of “MAXINE” is “E”. The last letter of “GARRISON” is “N”. Concatenating them is “EN”. The answer is EN.
Take the last letters of the words in “ALLISON CASE” and concatenate them.,NE,A: The answer is aLs.,"A: The last letter of ""ALLISON"" is ""a"". The last letter of ""CASE"" is ""l"". Concatenating them is ""al"". The answer is al.",A: The answer is lls.,"A: The last letter of ""ALLISON"" is ""n"". The last letter of ""CASE"" is ""e"". Concatenating them is ""ne"". The answer is ne."
Take the last letters of the words in “LOUIS RASMUSSEN” and concatenate them.,SN,A: The answer is lrs.,"A: The last letter of ""Rasmus"" is ""s"". The last letter of ""Rasmussen"" is ""s"". Concatenating them is ""sls"". The answer is sls.",A: The answer is n.,A: The last letter of “LOUIS” is “S”. The last letter of “RASMUSSEN” is “N”. Concatenating them is “SN”. The answer is SN.
Take the last letters of the words in “GENE CAMERON” and concatenate them.,EN,A: The answer is gcn.,"A: The last letter of ""Cameron"" is ""g"". The last letter of ""Gene"" is ""n"". Concatenating them is ""ng"". The answer is ng.",A: The answer is ym.,A: The last letter of “GENE” is “E”. The last letter of “CAMERON” is “N”. Concatenating them is “EN”. The answer is EN.
Take the last letters of the words in “PHILIP CONNER” and concatenate them.,PR,A: The answer is p.,"A: The last letter of ""PHILIP"" is ""p"". The last letter of ""CONNER"" is ""n"". Concatenating them is ""nn"". The answer is nn.",A: The answer is I.,A: The last letter of “PHILIP” is “L”. The last letter of “CONNER” is “R”. Concatenating them is “LR”. The answer is LR.
Take the last letters of the words in “VICTORIA COOLEY” and concatenate them.,AY,A: The answer is v.,"A: The last letter of ""Victoria"" is ""v"". The last letter of ""Cooley"" is ""y"". Concatenating them is ""yv"". The answer is yv.",A: The answer is IAL.,A: The last letter of “VICTORIA” is “A”. The last letter of “COOLEY” is “Y”. Concatenating them is “AY”. The answer is ay.
Take the last letters of the words in “JAIME BULLOCK” and concatenate them.,EK,A: The answer is j.,"A: The last letter of ""Jaime"" is ""y"". The last letter of ""Buck"" is ""l"". Concatenating them is ""ly"". The answer is ly.",A: The answer is e.,A: The last letter of “JAIME” is “E”. The last letter of “BULLOCK” is “K”. Concatenating them is “EK”. The answer is ek.
Take the last letters of the words in “KRISTINA GRAVES” and concatenate them.,AS,A: The answer is kgr.,"A: The last letter of ""Kristina"" is ""k"". The last letter of ""Graves"" is ""g"". Concatenating them is ""gk"". The answer is gk.",A: The answer is y.,"A: The last letter of ""Kristina"" is ""a"". The last letter of ""Graves"" is ""s"". Concatenating them is ""as"". The answer is as."
Take the last letters of the words in “ANGEL WATERS” and concatenate them.,LS,A: The answer is a.,"A: The last letter of ""ANGEL"" is ""e"". The last letter of ""WATERS"" is ""s"". Concatenating them is ""es"". The answer is es.",A: The answer is 1.,A: The last letter of “Angel” is “l”. The last letter of “Waters” is “s”. Concatenating them is “ls”. The answer is ls.
Take the last letters of the words in “CHRISTINE CHARLES” and concatenate them.,ES,A: The answer is cch.,"A: The last letter of ""Christine"" is ""c"". The last letter of ""Charles"" is ""r"". Concatenating them is ""rc"". The answer is rc.",A: The answer is RIC.,A: The last letter of “CHRISTINE” is “E”. The last letter of “CHARLES” is “S”. Concatenating them is “ES”. The answer is ES.
Take the last letters of the words in “HEIDI HODGES” and concatenate them.,IS,A: The answer is hh.,"A: The last letter of ""Hodges"" is ""h"". The last letter of ""HEIDI"" is ""d"". Concatenating them is ""dh"". The answer is dh.",A: The answer is 9.,A: The last letter of “HEIDI” is “I”. The last letter of “HODGES” is “S”. Concatenating them is “IS”. The answer is IS.
Take the last letters of the words in “TARA RIVAS” and concatenate them.,AS,A: The answer is rs.,"A: The last letter of ""TARA"" is ""r"". The last letter of ""Rivas"" is ""v"". Concatenating them is ""rv"". The answer is rv.",A: The answer is as.,A: The last letter of “TARA” is “A”. The last letter of “RIVAS” is “S”. Concatenating them is “AS”. The answer is AS.
Take the last letters of the words in “IDA COTE” and concatenate them.,AE,A: The answer is i.,"A: The last letter of ""Cote"" is ""d"". The last letter of ""IDA"" is ""i"". Concatenating them is ""id"". The answer is id.",A: The answer is e.,"A: The last letter of ""IDA"" is ""A"". The last letter of ""COTE"" is ""E"". Concatenating them is ""AE"". The answer is AE."
Take the last letters of the words in “KENT JOYNER” and concatenate them.,TR,A: The answer is k.,"A: The last letter of ""KENT"" is ""j"". The last letter of ""JOYNER"" is ""n"". Concatenating them is ""njk"". The answer is njk.",A: The answer is y.,A: The last letter of “Kent” is “t”. The last letter of “Joyner” is “r”. Concatenating them is “tr”. The answer is tr.
Take the last letters of the words in “RAFAEL FRENCH” and concatenate them.,LH,A: The answer is raf.,"A: The last letter of ""RAFAEL"" is ""f"". The last letter of ""FRENCH"" is ""a"". Concatenating them is ""afr"". The answer is afr.",A: The answer is n.,A: The last letter of “RAFAEL” is “L”. The last letter of “FRENCH” is “H”. Concatenating them is “LH”. The answer is LH.
Take the last letters of the words in “TED ALVARADO” and concatenate them.,DO,A: The answer is t.,"A: The last letter of ""TED"" is ""l"". The last letter of ""Alvarado"" is ""a"". Concatenating them is ""la"". The answer is la.",A: The answer is ead.,"A: The last letter of ""TED"" is ""D"". The last letter of ""ALVARADO"" is ""O"". Concatenating them is ""DO"". The answer is DO."
Take the last letters of the words in “MICHEAL UNDERWOOD” and concatenate them.,LD,A: The answer is m.,"A: The last letter of ""MICHEAL"" is ""u"". The last letter of ""UNDERWOOD"" is ""d"". Concatenating them is ""ud"". The answer is ud.",A: The answer is uo.,"A: The last letter of ""MICHEAL"" is ""l"". The last letter of ""UNDERWOOD"" is ""d"". Concatenating them is ""ld"". The answer is ld."
Take the last letters of the words in “KATIE IRWIN” and concatenate them.,EN,A: The answer is kai.,"A: The last letter of ""Katie"" is ""i"". The last letter of ""Irwin"" is ""n"". Concatenating them is ""ni"". The answer is ni.",A: The answer is IY.,A: The last letter of “Katie” is “e”. The last letter of “Irwin” is “n”. Concatenating them is “en”. The answer is en.
Take the last letters of the words in “WADE OWEN” and concatenate them.,EN,A: The answer is wao.,"A: The last letter of ""WADE"" is ""w"". The last letter of ""OWEN"" is ""a"". Concatenating them is ""aw"". The answer is aw.",A: The answer is e.,A: The last letter of “WADE” is “E”. The last letter of “OWEN” is “N”. Concatenating them is “EN”. The answer is EN.
Take the last letters of the words in “HERMAN GREEN” and concatenate them.,NN,A: The answer is hng.,A: The last letter of “HERMAN” is “h”. The last letter of “GREEN” is “r”. Concatenating them is “hre”. The answer is hre.,A: The answer is RGN.,A: The last letter of “Herman” is “m”. The last letter of “Green” is “n”. Concatenating them is “mn”. The answer is mn.
Take the last letters of the words in “WENDY TRUJILLO” and concatenate them.,YO,A: The answer is w.,"A: The last letter of ""Wendy"" is ""w"". The last letter of ""Trujillo"" is ""i"". Concatenating them is ""iw"". The answer is iw.",A: The answer is y.,A: The last letter of “WENDY” is “Y”. The last letter of “TRUJILLO” is “O”. Concatenating them is “YO”. The answer is yo.
Take the last letters of the words in “IVAN STANLEY” and concatenate them.,NY,A: The answer is i.,"A: The last letter of ""IVAN"" is ""i"". The last letter of ""STANLEY"" is ""a"". Concatenating them is ""aa"". The answer is aa.",A: The answer is s.,"A: The last letter of ""IVAN"" is ""n"". The last letter of ""STANLEY"" is ""y"". Concatenating them is ""ny"". The answer is ny."
Take the last letters of the words in “STEVE PRINCE” and concatenate them.,EE,A: The answer is s.,"A: The last letter of ""STEVE"" is ""p"". The last letter of ""PRINCE"" is ""i"". Concatenating them is ""pi"". The answer is pi.",A: The answer is E.,A: The last letter of “STEVE” is “E”. The last letter of “PRINCE” is “E”. Concatenating them is “EE”. The answer is EE.
Take the last letters of the words in “MORRIS BRADSHAW” and concatenate them.,SW,A: The answer is mbr.,"A: The last letter of ""MORRIS"" is ""r"". The last letter of ""BRADSHAW"" is ""a"". Concatenating them is ""ra"". The answer is ra.",A: The answer is a.,"A: The last letter of ""MORRIS"" is ""s"". The last letter of ""BRADSHAW"" is ""w"". Concatenating them is ""sw"". The answer is sw."
Take the last letters of the words in “VIOLA MCCARTHY” and concatenate them.,AY,A: The answer is v.,"A: The last letter of ""VIOLA"" is ""v"". The last letter of ""MCCARTHY"" is ""a"". Concatenating them is ""aev"". The answer is aev.",A: The answer is lmao.,A: The last letter of “VIOLA” is “A”. The last letter of “MCCARTHY” is “Y”. Concatenating them is “AY”. The answer is ay.
Take the last letters of the words in “CASEY MACK” and concatenate them.,YK,A: The answer is cma.,"A: The last letter of ""CASEY"" is ""c"". The last letter of ""MACK"" is ""a"". Concatenating them is ""ca"". The answer is ca.",A: The answer is y.,A: The last letter of “CASEY” is “Y”. The last letter of “MACK” is “K”. Concatenating them is “YK”. The answer is YK.
Take the last letters of the words in “JOY DAUGHERTY” and concatenate them.,YY,A: The answer is jy.,"A: The last letter of ""JOY"" is ""j"". The last letter of ""DAUGHERTY"" is ""y"". Concatenating them is ""jy"". The answer is jy.",A: The answer is yd.,A: The last letter of “JOY” is “Y”. The last letter of “DAUGHERTY” is “Y”. Concatenating them is “YY”. The answer is YY.
Take the last letters of the words in “DEREK OBRIEN” and concatenate them.,KN,A: The answer is e.,"A: The last letter of ""DEREK"" is ""d"". The last letter of ""OBRIEN"" is ""n"". Concatenating them is ""nd"". The answer is nd.",A: The answer is EN.,A: The last letter of “DEREK” is “K”. The last letter of “OBRIEN” is “N”. Concatenating them is “KN”. The answer is KN.
Take the last letters of the words in “PAUL FREDERICK” and concatenate them.,LK,A: The answer is lpa.,"A: The last letter of ""PAUL"" is ""f"". The last letter of ""FREDERICK"" is ""d"". Concatenating them is ""fd"". The answer is fd.",A: The answer is LLS.,"A: The last letter of ""PAUL"" is ""l"". The last letter of ""FREDERICK"" is ""k"". Concatenating them is ""lk"". The answer is lk."
Take the last letters of the words in “CARLA DICKSON” and concatenate them.,AN,A: The answer is cld.,"A: The last letter of ""CARLA"" is ""d"". The last letter of ""DICKSON"" is ""s"". Concatenating them is ""ds"". The answer is ds.",A: The answer is n.,A: The last letter of “CARLA” is “A”. The last letter of “DICKSON” is “N”. Concatenating them is “AN”. The answer is an.
Take the last letters of the words in “SHELLY WILKINS” and concatenate them.,YS,A: The answer is SHW.,A: The last letter of “Shell” is “e”. The last letter of “Wilk” is “s”. Concatenating them is “es”. The answer is es.,A: The answer is y.,A: The last letter of “Shelly” is “y”. The last letter of “Wilkins” is “s”. Concatenating them is “ys”. The answer is ys.
Take the last letters of the words in “ANDRE KNIGHT” and concatenate them.,ET,A: The answer is AKN.,"A: The last letter of ""ANDRE"" is ""n"". The last letter of ""KNIGHT"" is ""e"". Concatenating them is ""en"". The answer is en.",A: The answer is n.,A: The last letter of “ANDRE” is “E”. The last letter of “KNIGHT” is “T”. Concatenating them is “ET”. The answer is ET.
Take the last letters of the words in “SCOTT SAVAGE” and concatenate them.,TE,A: The answer is ss.,"A: The last letter of ""SCOTT"" is ""s"". The last letter of ""SAVAGE"" is ""g"". Concatenating them is ""gs"". The answer is gs.",A: The answer is 5.,A: The last letter of “SCOTT” is “T”. The last letter of “SAVAGE” is “E”. Concatenating them is “TE”. The answer is TE.
Take the last letters of the words in “TERRENCE KIRKLAND” and concatenate them.,ED,A: The answer is tks.,A: The last letter of “TERRENCE” is “k”. The last letter of “KIRKLAND” is “r”. Concatenating them is “rk”. The answer is rk.,A: The answer is 7L.,A: The last letter of “TERRENCE” is “e”. The last letter of “KIRKLAND” is “d”. Concatenating them is “ed”. The answer is ed.
Take the last letters of the words in “KRISTEN BALDWIN” and concatenate them.,NN,A: The answer is kbs.,"A: The last letter of ""KRISTEN"" is ""k"". The last letter of ""BALDWIN"" is ""i"". Concatenating them is ""il"". The answer is il.",A: The answer is A.,A: The last letter of “KRISTEN” is “N”. The last letter of “BALDWIN” is “W”. Concatenating them is “NW”. The answer is NW.
Take the last letters of the words in “FRED STEVENSON” and concatenate them.,DN,A: The answer is fss.,"A: The last letter of ""Fred"" is ""f"". The last letter of ""Stevenson"" is ""s"". Concatenating them is ""fs"". The answer is fs.",A: The answer is i.,A: The last letter of “FRED” is “D”. The last letter of “STEVENSON” is “N”. Concatenating them is “DN”. The answer is DN.
Take the last letters of the words in “NELSON WELLS” and concatenate them.,NS,A: The answer is nwl.,"A: The last letter of ""NELSON"" is ""n"". The last letter of ""WELLS"" is ""l"". Concatenating them is ""lne"". The answer is lne.",A: The answer is ls.,A: The last letter of “NELSON” is “L”. The last letter of “WELLS” is “S”. Concatenating them is “LS”. The answer is LS.
Take the last letters of the words in “MABEL ROMERO” and concatenate them.,LO,A: The answer is mbr.,"A: The last letter of ""MABEL"" is ""m"". The last letter of ""ROMERO"" is ""e"". Concatenating them is ""em"". The answer is em.",A: The answer is lrm.,"A: The last letter of ""MABEL"" is ""l"". The last letter of ""ROMERO"" is ""o"". Concatenating them is ""lo"". The answer is lo."
Take the last letters of the words in “JERRY WALKER” and concatenate them.,YR,A: The answer is jw.,"A: The last letter of ""Jerry"" is ""j"". The last letter of ""Walker"" is ""w"". Concatenating them is ""wj"". The answer is wj.",A: The answer is rj.,"A: The last letter of ""JERRY"" is ""y"". The last letter of ""WALKER"" is ""r"". Concatenating them is ""yr"". The answer is yr."
Take the last letters of the words in “LILLIAN MCCORMICK” and concatenate them.,NK,A: The answer is lli.,"A: The last letter of ""Lillian"" is ""m"". The last letter of ""McCormick"" is ""c"". Concatenating them is ""mc"". The answer is mc.",A: The answer is s.,A: The last letter of “Lillian” is “n”. The last letter of “McCormick” is “k”. Concatenating them is “nk”. The answer is nk.
Take the last letters of the words in “WILLIE CAMERON” and concatenate them.,EN,A: The answer is w.,"A: The last letter of ""willie"" is ""w"". The last letter of ""cameron"" is ""l"". Concatenating them is ""wl"". The answer is wl.",A: The answer is t.,A: The last letter of “WILLIE” is “e”. The last letter of “CAMERON” is “n”. Concatenating them is “en”. The answer is en.
Take the last letters of the words in “DARRELL MCBRIDE” and concatenate them.,LE,A: The answer is d.,"A: The last letter of ""DARRELL"" is ""r"". The last letter of ""McBride"" is ""d"". Concatenating them is ""rd"". The answer is rd.",A: The answer is m.,A: The last letter of “DARRELL” is “l”. The last letter of “McBRIDE” is “e”. Concatenating them is “le”. The answer is le.
Take the last letters of the words in “TERRANCE PRATT” and concatenate them.,ET,A: The answer is tpr.,"A: The last letter of ""Pratt"" is ""t"". The last letter of ""Terrance"" is ""p"". Concatenating them is ""tp"". The answer is tp.",A: The answer is t.,"A: The last letter of ""TERRANCE"" is ""e"". The last letter of ""PRATT"" is ""t"". Concatenating them is ""et"". The answer is et."
Take the last letters of the words in “HENRY BRADLEY” and concatenate them.,YY,A: The answer is HBR.,"A: The last letter of ""HENRY"" is ""r"". The last letter of ""BRADLEY"" is ""a"". Concatenating them is ""ar"". The answer is ar.",A: The answer is yb.,A: The last letter of “HENRY” is “Y”. The last letter of “BRADLEY” is “Y”. Concatenating them is “YY”. The answer is YY.
Take the last letters of the words in “RUBEN WEBER” and concatenate them.,NR,A: The answer is u.,"A: The last letter of ""RUBEN"" is ""u"". The last letter of ""WEBER"" is ""r"". Concatenating them is ""ur"". The answer is ur.",A: The answer is e.,A: The last letter of “Ruben” is “n”. The last letter of “Weber” is “r”. Concatenating them is “nr”. The answer is nr.
Take the last letters of the words in “RICHARD GONZALES” and concatenate them.,DS,A: The answer is rgn.,"A: The last letter of ""Richard"" is ""r"". The last letter of ""Gonzales"" is ""g"". Concatenating them is ""rg"". The answer is rg.",A: The answer is lls.,A: The last letter of “Richard” is “h”. The last letter of “Gonzales” is “s”. Concatenating them is “hs”. The answer is hs.
Take the last letters of the words in “RICARDO JUSTICE” and concatenate them.,OE,A: The answer is rj.,"A: The last letter of ""RICARDO"" is ""r"". The last letter of ""JUSTICE"" is ""c"". Concatenating them is ""rc"". The answer is rc.",A: The answer is yb.,A: The last letter of “RICARDO” is “O”. The last letter of “JUSTICE” is “E”. Concatenating them is “Oe”. The answer is Oe.
Take the last letters of the words in “ALICE ODOM” and concatenate them.,EM,A: The answer is oda.,"A: The last letter of ""Alice"" is ""l"". The last letter of ""Odom"" is ""a"". Concatenating them is ""la"". The answer is la.",A: The answer is e.,A: The last letter of “Alice” is “e”. The last letter of “Odom” is “m”. Concatenating them is “em”. The answer is em.
Take the last letters of the words in “JUNE DELACRUZ” and concatenate them.,EZ,A: The answer is jdn.,"A: The last letter of ""June"" is ""j"". The last letter of ""Delacruz"" is ""u"". Concatenating them is ""ud"". The answer is ud.",A: The answer is 9.,"A: The last letter of ""JUNE"" is ""e"". The last letter of ""DELACRUZ"" is ""z"". Concatenating them is ""ez"". The answer is ez."
Take the last letters of the words in “LAURA COFFEY” and concatenate them.,AY,A: The answer is lca.,"A: The last letter of ""LAURA"" is ""l"". The last letter of ""COFFEY"" is ""f"". Concatenating them is ""lf"". The answer is lf.",A: The answer is 0.,A: The last letter of “Laura” is “a”. The last letter of “Coffey” is “y”. Concatenating them is “ay”. The answer is ay.
Take the last letters of the words in “SUZANNE VINSON” and concatenate them.,EN,A: The answer is ss.,"A: The last letter of ""SUZANNE"" is ""v"". The last letter of ""VINSON"" is ""s"". Concatenating them is ""sv"". The answer is sv.",A: The answer is n.,"A: The last letter of ""SUZANNE"" is ""E"". The last letter of ""VINSON"" is ""N"". Concatenating them is ""EN"". The answer is EN."
Take the last letters of the words in “STEVE MONTGOMERY” and concatenate them.,EY,A: The answer is es.,"A: The last letter of ""STEVE"" is ""e"". The last letter of ""MONTGOMERY"" is ""g"". Concatenating them is ""eg"". The answer is eg.",A: The answer is n.,"A: The last letter of ""STEVE"" is ""E"". The last letter of ""MONTGOMERY"" is ""Y"". Concatenating them is ""EY"". The answer is EY."
Take the last letters of the words in “CRYSTAL HERRING” and concatenate them.,LG,A: The answer is cah.,"A: The last letter of ""CRYSTAL"" is ""c"". The last letter of ""HERRING"" is ""h"". Concatenating them is ""ch"". The answer is ch.",A: The answer is R.,"A: The last letter of ""CRYSTAL"" is ""L"". The last letter of ""HERRING"" is ""N"". Concatenating them is ""LN"". The answer is LN."
Take the last letters of the words in “BERTHA BUCHANAN” and concatenate them.,AN,A: The answer is b.,"A: The last letter of ""BERTHA"" is ""b"". The last letter of ""Buchanan"" is ""a"". Concatenating them is ""ba"". The answer is ba.",A: The answer is u.,A: The last letter of “BERTHA” is “A”. The last letter of “BUCHANAN” is “N”. Concatenating them is “AN”. The answer is AN.
Take the last letters of the words in “ALICIA GOLDEN” and concatenate them.,AN,A: The answer is al.,"A: The last letter of ""ALICIA"" is ""l"". The last letter of ""Golden"" is ""i"". Concatenating them is ""il"". The answer is il.",A: The answer is g.,"A: The last letter of ""ALICIA"" is ""A"". The last letter of ""GOLDEN"" is ""N"". Concatenating them is ""AN"". The answer is an."
Take the last letters of the words in “SETH COBB” and concatenate them.,HB,A: The answer is se.,"A: The last letter of ""SETH"" is ""e"". The last letter of ""COBB"" is ""b"". Concatenating them is ""eb"". The answer is eb.",A: The answer is k.,A: The last letter of “SETH” is “H”. The last letter of “COBB” is “B”. Concatenating them is “HB”. The answer is HB.
Take the last letters of the words in “JEANETTE BROWN” and concatenate them.,EN,A: The answer is jeb.,"A: The last letter of ""JEANETTE"" is ""e"". The last letter of ""BROWN"" is ""a"". Concatenating them is ""ae"". The answer is ae.",A: The answer is ntb.,A: The last letter of “JEANETTE” is “E”. The last letter of “BROWN” is “N”. Concatenating them is “EN”. The answer is en.
Take the last letters of the words in “GUY WILEY” and concatenate them.,YY,A: The answer is u.,"A: The last letter of ""GUY"" is ""u"". The last letter of ""WILEY"" is ""i"". Concatenating them is ""iu"". The answer is ui.",A: The answer is yw.,"A: The last letter of ""GUY"" is ""Y"". The last letter of ""WILEY"" is ""Y"". Concatenating them is ""YY"". The answer is YY."
Take the last letters of the words in “RICK GENTRY” and concatenate them.,KY,A: The answer is r.,"A: The last letter of ""RICK"" is ""g"". The last letter of ""GENTRY"" is ""n"". Concatenating them is ""ng"". The answer is ng.",A: The answer is k.,A: The last letter of “RICK” is “k”. The last letter of “GENTRY” is “y”. Concatenating them is “ky”. The answer is ky.
Take the last letters of the words in “RAUL EATON” and concatenate them.,LN,A: The answer is RAE.,A: The last letter of “Eaton” is “r”. The last letter of “RAUL” is “a”. Concatenating them is “raul”. The answer is raul.,A: The answer is ote.,A: The last letter of “RAUL” is “L”. The last letter of “EATON” is “N”. Concatenating them is “LN”. The answer is LN.
Take the last letters of the words in “DEAN FLYNN” and concatenate them.,NN,A: The answer is 1y.,"A: The last letter of ""DEAN"" is ""d"". The last letter of ""FLYNN"" is ""n"". Concatenating them is ""nd"". The answer is nd.",A: The answer is y.,"A: The last letter of ""DEAN"" is ""n"". The last letter of ""FLYNN"" is ""n"". Concatenating them is ""nn"". The answer is nn."
